브랜드명_정리,제품명_정리,카테고리,성분_문자열,제품명_원본
메디톡스,뉴라덤 코어타임 앰플,에센스_세럼_앰플,글라이신 글루타믹애씨드 글루타민 글루타티온 글리세린 나이아신아마이드 낫토검 다이소듐이디티에이 다이프로필렌글라이콜 라이신 라즈베리추출물 락토바실러스/콩발효추출물 류신 메티오닌 메틸프로판다이올 바다포도추출물 발린 백미꽃추출물 베타인 부틸렌글라이콜 블랙체리열매추출물 비닐다이메티콘 산수유열매추출물 석류추출물 세라마이드엔피 세린 소듐디엔에이 소듐폴리아크릴레이트 소듐하이알루로네이트 스위트아몬드추출물 스클레로튬검 스타아니스추출물 시스테인 아데노신 아세틸올리고펩타이드-99아마이드 아세틸헥사펩타이드-8 아스파라진 아스파틱애씨드 아이소류신 알라닌 알란토인 알에이치-올리고펩타이드-1 알에이치-폴리펩타이드-1 알에이치-폴리펩타이드-2 알지닌 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머 약모밀추출물 엑토인 정제수 청각추출물 카보머 카퍼트라이펩타이드-1 카프릴릴/카프릴글루코사이드 카프릴릴글라이콜 크랜베리추출물 타이로신 트라이펩타이드-1 트레오닌 트레할로오스 트로메타민 트립토판 판테놀 팔미토일트라이펩타이드-1 팔미토일펜타펩타이드-4 페닐알라닌 포스페이트버퍼드셀라인 포타슘세틸포스페이트 폴리글리세릴-10라우레이트 폴리글리세릴-10미리스테이트 폴리글리세릴-4라우레이트 폴리프로필실세스퀴옥세인 프랑스해안송껍질추출물 프롤린 피키아발효추출여과물 하이드로제네이티드레시틴 향료 헥사펩타이드-9 효모/겨우살이발효추출물 효모/띠뿌리발효추출물 히스티딘,[윤곽앰플] 메디톡스 뉴라덤 코어타임 앰플 15ml [기획(+7ml)/단품]
이니스프리,그린티 씨드 히알루론산 세럼,에센스_세럼_앰플,3-O-에틸아스코빅애씨드 갈바눔수지오일 글리세린 글리세릴올리에이트 나이아신아마이드 녹차씨오일 녹차추출물 다이소듐이디티에이 다이포타슘글리시리제이트 덱스트린 라우릴글루코사이드 락토바실러스발효용해물 락틱애씨드 레몬껍질오일 레시틴 리모넨 마테잎추출물 미리스틸글루코사이드 베타인 부틸렌글라이콜 사카라이드아이소머레이트 세테아릴올리베이트 소두구씨오일 소듐시트레이트 소듐아세틸레이티드하이알루로네이트 소듐하이알루로네이트 소듐하이알루로네이트크로스폴리머 솔비탄아이소스테아레이트 솔비탄올리베이트 수크로오스 스쿠알란 스피어민트잎오일 시트랄 시트로넬라오일 시트릭애씨드 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머 알란토인 에틸헥실글리세린 자일리톨 잔탄검 정제수 카카오추출물 캐롭검 토코페롤 트라이에틸시트레이트 트로메타민 판테놀 폴리글리세릴-6라우레이트 프로판다이올 하이드로제네이티드레시틴 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머 하이드롤라이즈드하이알루로닉애씨드 하이알루로닉애씨드,"[4,160만판매] 이니스프리 그린티 씨드 히알루론산 수분 세럼 80ml 기획 (+25ml)"
디오디너리,알부틴 %,에센스_세럼_앰플,소듐메타바이설파이트 소듐시트레이트 소듐하이드록사이드 시트릭애씨드 알파-알부틴 에르고티오네인 에톡시다이글라이콜 정제수 트라이소듐에틸렌다이아민다이석시네이트 페녹시에탄올 폴리솔베이트20 폴리아크릴레이트크로스폴리머-6 프로판다이올 하이드롤라이즈드소듐하이알루로네이트,[리뉴얼] 디오디너리 알파 알부틴 2% + HA 60ml
더페이스샵,올티밋 비타민 고함량 멀티 비타 % 세럼,에센스_세럼_앰플,글라이코실트레할로오스 글리세린 다이소듐이디티에이 다이프로필렌글라이콜 덱스트린 라벤더오일 라임전초오일 리날룰 리모넨 베르가모트오일 베타인 변성알코올 세린 소듐하이알루로네이트 솔비톨 시트랄 시트릭애씨드 아스코빅애씨드 알란토인 알지닌 에칠아스코빌에텔 잇꽃꽃추출물 정제수 카카오씨추출물 캐모마일꽃오일 트로메타민 판테놀 페룰릭애씨드 폴리글리세릴-10스테아레이트 폴리글리세릴-10올리에이트 프로판다이올 플로레틴 하이드로제네이티드스타치하이드롤리세이트,[잡티톤업]더페이스샵 올티밋 비타민 고함량 멀티 비타 10% 세럼 30ml
프리메라,하이드로 에센스150ml,에센스_세럼_앰플,,프리메라 하이드로 에센스150ml
디오디너리,멀티-펩타이드,에센스_세럼_앰플,글라이신 글루코오스 글리세린 다이펩타이드다이아미노부티로일벤질아마이드다이아세테이트 락토코쿠스발효용해물 말토스 발린 부틸렌글라이콜 세린 소듐락테이트 소듐벤조에이트 소듐클로라이드 소듐피씨에이 소듐하이드록사이드 소듐하이알루로네이트 소듐하이알루로네이트크로스폴리머 시트릭애씨드 아라비아고무나무검 아세틸알지닐트립토필다이페닐글라이신 아세틸헥사펩타이드-8 아스파틱애씨드 알라닌 알란토인 알지닌 에톡시다이글라이콜 에틸헥실글리세린 우레아 잔탄검 정제수 카보머 카프릴릴글라이콜 클로페네신 트라이소듐에틸렌다이아민다이석시네이트 트레오닌 트레할로오스 팔미토일테트라펩타이드-7 팔미토일트라이펩타이드-1 팔미토일트라이펩타이드-38 페녹시에탄올 페닐알라닌 펜타펩타이드-18 펜틸렌글라이콜 폴리솔베이트20 프롤린 프룩토오스 피씨에이 피이지-40하이드로제네이티드캐스터오일 피피지-26-부테스-26 하이드록시프로필사이클로덱스트린 히스티딘,디오디너리 멀티-펩타이드 + HA 세럼 30ml
제로이드,인텐시브 하이드레이팅 앰플,에센스_세럼_앰플,부틸렌글라이콜 사카라이드아이소머레이트 소듐시트레이트 소듐하이알루로네이트 시트릭애씨드 정제수,제로이드 인텐시브 하이드레이팅 앰플 30ml
대웅제약,이지듀 기미잡티앰플,에센스_세럼_앰플,3-O-에틸아스코빅애씨드 t-부틸알코올 가지열매추출물 글루코오스 글루타티온 글리세린 글리세릴아크릴레이트/아크릴릭애씨드코폴리머 나이아신아마이드 니코티노일다이펩타이드-23 다이소듐이디티에이 다이페닐다이메티콘 다이펜타에리스리틸헥사C5-9애씨드에스터 다이펩타이드-2 다이프로필렌글라이콜 덱스트린 레시틴 류코노스톡/무발효여과물 리날룰 리놀레닉애씨드 리모넨 마그네슘아스코빌포스페이트 마조람잎오일 메틸프로판다이올 멕시칸주니퍼오일 베르가모트오일 베타인 부틸렌글라이콜 비닐다이메티콘 비사보롤 비피다발효용해물 세라마이드엔피 소듐다이라우미도글루타미드라이신 소듐스테아로일글루타메이트 소듐시트레이트 소듐아스코빌포스페이트 소듐파이테이트 소듐폴리아크릴레이트 소듐하이알루로네이트 스테아레스-20 시트릭애씨드 실리카 아가 아데노신 아세틸헥사펩타이드-8 아스코빌글루코사이드 아스코빌테트라이소팔미테이트 아이리쉬모스가루 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머 알란토인 알루미늄글리시네이트 알파-알부틴 약모밀추출물 에스에이치-올리고펩타이드-1 에탄올 에틸헥실글리세린 왕귤껍질오일 울금뿌리추출물 인도멀구슬나무꽃추출물 인도멀구슬나무잎추출물 잔탄검 정제수 참산호말추출물 카라기난 카카오씨추출물 카프릴릭/카프릭트라이글리세라이드 카프릴릴/카프릴글루코사이드 카프릴릴글라이콜 캐롭검 캐모마일꽃오일 코코넛야자오일 콜레스-24 콜레스테롤 클로페네신 키토산 타타릭애씨드 토코페롤 트라넥사믹애씨드 트라이에틸헥사노인 트로메타민 판테놀 팔미토일테트라펩타이드-7 펜틸렌글라이콜 포타슘솔베이트 포타슘클로라이드 폴리비닐알코올 폴리솔베이트80 폴리아크릴레이트크로스폴리머-6 폴리아크릴릭애씨드 프로판다이올 프룩토오스 프룩토올리고사카라이드 하이드로제네이티드레시틴 하이드록시아세토페논 하이드록시에틸우레아 해바라기씨오일 헤스페리딘메틸칼콘 홀리바질잎추출물 화이트루핀씨추출물 흰목이버섯추출물 흰서양송로추출물,[재구매1위] 대웅제약 이지듀 기미잡티앰플 12ml+기미패치 2매 기획
피지오겔,레드수딩 시카밸런스 포어컨트롤 세럼,에센스_세럼_앰플,,피지오겔 레드수딩 시카밸런스 포어컨트롤 세럼 50ml
닥터지,블랙스네일 레티놀 앰플 증정기획,에센스_세럼_앰플,C12-20알킬글루코사이드 C14-22알코올 글라이코리피드 글루코오스 글리세레스-26 글리세린 글리세릴스테아레이트 글리세릴스테아레이트시트레이트 글리세릴올리에이트 꿀추출물 나이아신아마이드 다이메틸아이소소바이드 다이소듐이디티에이 다이포타슘글리시리제이트 다이프로필렌글라이콜 라우릴글루코사이드 레티놀 마카다미아씨오일 말토덱스트린 맥아추출물 미리스틸글루코사이드 바이오사카라이드검-1 베타-글루칸 베타인 병풀추출물 부틸렌글라이콜 비닐다이메티콘 세테아릴글루코사이드 세테아릴알코올 세틸에틸헥사노에이트 세틸팔미테이트 소듐폴리아크릴레이트 솔비탄올리베이트 솔비탄팔미테이트 수크로오스 스쿠알란 스테아릴알코올 아데노신 아이비고드열매추출물 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머 알란토인 알루미늄/마그네슘하이드록사이드스테아레이트 에틸헥실글리세린 옥틸도데칸올 운데케인 유채스테롤 자이모모나스발효추출물 잔탄검 정제수 진주추출물 참마뿌리추출물 카보머 카프릴릭/카프릭트라이글리세라이드 카프릴릴글라이콜 코코-카프릴레이트/카프레이트 콜레스테롤 토코페롤 트라이데케인 트로메타민 팔미토일펜타펩타이드-4 페룰릭애씨드 펜타에리스리틸테트라-다이-t-부틸하이드록시하이드로신나메이트 펜틸렌글라이콜 포스파티딜콜린 폴리글리세릴-10스테아레이트 폴리글리세릴-2스테아레이트 폴리글리세릴-3다이스테아레이트 폴리글리세릴-6라우레이트 폴리에터-1 프로판다이올 하이드로제네이티드레시틴 하이드로제네이티드올리브오일불검화물 하이드로제네이티드폴리데센 하이드로제네이티드폴리아이소부텐 하이드록시데실유비퀴논 하이드록시아세토페논 하이드롤라이즈드옥수수전분 하이드롤라이즈드콜라겐 하이드롤라이즈드하이알루로닉애씨드 한련초추출물 합성사파이어 향료 헵틸운데실레네이트,[속광탄력] 닥터지 블랙스네일 레티놀 앰플 50ml 증정기획 (+링클 마스크팩 1매)
조선미녀,산들녹차세럼,에센스_세럼_앰플,글리세린 글리세릴아크릴레이트/아크릴릭애씨드코폴리머 녹차수 다이포타슘글리시리제이트 맥아추출물 메틸프로판다이올 베타인 부틸렌글라이콜 사철쑥추출물 소듐하이알루로네이트 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머 알란토인 에틸헥실글리세린 인도멀구슬나무꽃추출물 인도멀구슬나무잎추출물 정제수 트로메타민 판테놀 폴리쿼터늄-51 황련뿌리추출물,[피부진정] 조선미녀 산들녹차세럼 30ml
헤브블루,살몬 PDRN 케어링 센텔라 앰플,에센스_세럼_앰플,글리세린 다이소듐이디티에이 덱스트린 마데카소사이드 말토덱스트린 베타인 부틸렌글라이콜 소듐디엔에이 소듐하이알루로네이트 쇠비름수 아보카도열매추출물 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머 에틸헥실글리세린 정제수 카보머 카카오추출물 퀴노아씨추출물 트로메타민 프로판다이올 하이드롤라이즈드밀단백질 하이드롤라이즈드하이알루로닉애씨드 하이알루로닉애씨드,헤브블루 살몬 PDRN 케어링 센텔라 앰플 30ml
바이오힐,보 비타시너지 기미잡티 토닝 세럼,에센스_세럼_앰플,3-O-에틸아스코빅애씨드 글라이신 글루코실루틴 글루타믹애씨드 글루타티온 글리세레스-26 글리세린 다이프로필렌글라이콜 라이신 류신 마데카소사이드 메티오닌 발린 베타-글루칸 변성알코올 부틸렌글라이콜 비피다발효용해물 사카라이드아이소머레이트 사탕수수추출물 세라마이드엔피 세린 세틸에틸헥사노에이트 소듐시트레이트 소듐아스코빌포스페이트 소듐폴리아크릴로일다이메틸타우레이트 시스테인 시트릭애씨드 아데노신 아스코빌글루코사이드 아스코빌테트라이소팔미테이트 아스코빌팔미테이트 아스파틱애씨드 아이리쉬모스추출물 아이소류신 알라닌 알란토인 알지닌 알파-알부틴 에틸헥실글리세린 옥수수전분 유비퀴논 잔탄검 정제수 카보머 카프릴로일살리실릭애씨드 카프릴릭/카프릭트라이글리세라이드 콜레스테롤 타이로신 트레오닌 트레할로오스 페닐알라닌 펜틸렌글라이콜 폴리글리세릴-10라우레이트 프로테아제 프로판다이올 프롤린 하이드로제네이티드레시틴 하이드록시프로필메틸셀룰로오스 하이드롤라이즈드하이알루로닉애씨드 향료 헥실레조시놀 황색산화철 히스티딘,[토닝세럼] 바이오힐 보 비타시너지 기미잡티 토닝 세럼 30ml [단품/더블기획]
